source,neighborhood,city,state,transaction,property_type,date,listing_price,suffix,price_ttc,price,size,rooms,bedrooms,bathrooms,parkings,finishing,condition,construction_year,age,air_conditioning,central_heating,swimming_pool,elevator,garden,equipped_kitchen,amenities
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,1/25/2024,2500,HT,2975,3124,140,5,4,1,1,moyen standing,bonne condition,,,1,1,0,0,0,0,Parking+Climatisation+Chauffage Central
newkey,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,2/23/2025,2500,TTC,2500,2500,132,5,4,1,1,,,,,,,,,,,
remax,Les berges du Lac 1,Les berges du Lac,Tunis,rent,appartement,2/24/2025,2500,TTC,2500,2500,200,5,4,3,1,,,,,,,,,,,
remax,Les berges du Lac 1,Les berges du Lac,Tunis,rent_furnished,appartement,2/24/2025,2500,TTC,2500,2500,180,5,4,2,1,,,,,,,,,,,
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,8/8/2024,2500,TTC,2500,2625,180,4,3,2,1,moyen standing,bonne condition,,,1,1,0,1,0,1,Climatisation+Cuisine Equipée+Fibre optique+Alarme+Gardien+Double vitrage+Master Bedroom+Camera+Prise lave-vaisselle+Chauffage Central+Parking+Ascenseur+Terrasse
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,duplex,7/10/2024,2500,TTC,2500,2625,180,4,3,2,0,moyen standing,bonne condition,,,1,1,0,0,0,0,Chauffage Central+Terrasse+Titre Bleu+Fibre optique+Climatisation
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,2/2/2023,2500,HT,2975,3280,180,4,4,0,1,haut standing,bonne condition,2005,20,1,1,0,1,0,0,Chauffage Central+Parking+Ascenseur+Double vitrage+Climatisation+Gardien+Gardien+Fibre optique+Climatisation+Ascenseur+Fibre optique+Double vitrage+Chauffage Central+Parking
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,10/17/2024,2500,TTC,2500,2625,170,4,3,2,1,moyen standing,neuf,,,1,1,0,1,1,1,Parking+Double vitrage+Gardien+Jardin+Fibre optique+Cuisine Equipée+Climatisation+Prise lave-vaisselle+Chauffage Central+Ascenseur
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent_furnished,appartement,1/10/2025,2500,TTC,2500,2500,160,4,3,2,0,moyen standing,bonne condition,,,1,1,0,1,0,1,Camera+Terrasse+Ascenseur+Parking+Chauffage Central+Double vitrage+Gardien+Fibre optique+Cuisine Equipée+Climatisation
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent_furnished,appartement,7/11/2024,2500,TTC,2500,2625,150,4,3,2,0,moyen standing,excellente condition,,,1,1,0,0,0,1,Climatisation+Cuisine Equipée+Fibre optique+Titre Bleu+Double vitrage+Prise lave-vaisselle+Chauffage Central+Parking+Terrasse
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,5/21/2024,2500,TTC,2500,2625,150,4,3,1,1,social,bonne condition,,,1,1,0,1,0,1,Terrasse+Ascenseur+Chauffage Central+Prise lave-vaisselle+Vue mer+Gardien+Alarme+Titre Bleu+Fibre optique+Cuisine Equipée+Climatisation
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,11/23/2023,2500,TTC,2500,2756,150,4,3,2,1,haut standing,excellente condition,,,1,1,0,1,0,1,Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Master Bedroom+Double vitrage+Gardien+Fibre optique+Cuisine Equipée+Climatisation
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,appartement,12/7/2024,2500,TTC,2500,2625,140,4,3,2,0,moyen standing,bonne condition,,,1,1,0,0,1,1,Titre Bleu+Jardin+Fibre optique+Cuisine Equipée+Climatisation+Double vitrage+Chauffage Central+Chambre de Service+Terrasse
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,3/17/2024,2500,TTC,2500,2625,140,4,3,3,1,moyen standing,bonne condition,2018,7,1,1,0,1,0,1,Ascenseur+Terrasse+Parking+Chauffage Central+Prise lave-vaisselle+Master Bedroom+Gardien+Alarme+Titre Bleu+Fibre optique+Cuisine Equipée+Climatisation
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,3/8/2024,2500,TTC,2500,2625,140,4,3,2,1,haut standing,excellente condition,,,1,1,0,1,0,1,Chauffage Central+Climatisation+Cuisine Equipée+Fibre optique+Gardien+Double vitrage+Master Bedroom+Prise lave-vaisselle+Ascenseur+Parking
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,appartement,12/13/2023,2500,TTC,2500,2756,140,4,3,1,0,moyen standing,bonne condition,,,1,1,0,1,0,0,Climatisation+Fibre optique+Gardien+Double vitrage+Chauffage Central+Parking+Ascenseur+Terrasse
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,1/9/2025,2500,TTC,2500,2500,130,4,3,0,1,moyen standing,bonne condition,,,1,1,0,1,0,0,Parking+Chauffage Central+Double vitrage+Gardien+Fibre optique+Climatisation+Ascenseur
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,11/21/2024,2500,TTC,2500,2625,130,4,3,1,1,moyen standing,bonne condition,,,1,1,0,1,0,1,Prise lave-vaisselle+Gardien+Chauffage Central+Parking+Ascenseur+Climatisation+Cuisine Equipée+Fibre optique
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent_furnished,appartement,8/7/2024,2500,TTC,2500,2625,130,4,3,1,1,moyen standing,bonne condition,,,1,1,0,1,0,1,Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Gardien+Fibre optique+Cuisine Equipée+Climatisation
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent_furnished,appartement,9/14/2023,2500,TTC,2500,2756,130,4,3,1,1,économique,bonne condition,,,1,1,0,0,0,1,Terrasse+Climatisation+Cuisine Equipée+Fibre optique+Gardien+Prise lave-vaisselle+Chauffage Central+Parking
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,12/26/2024,2500,HT,2975,3124,120,4,3,0,1,haut standing,excellente condition,,,1,1,0,1,0,0,Climatisation+Gardien+Double vitrage+Chauffage Central+Parking+Ascenseur
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,9/24/2024,2500,TTC,2500,2625,120,4,3,0,1,haut standing,excellente condition,,,1,1,0,1,0,0,Ascenseur+Parking+Chauffage Central+Double vitrage+Gardien+Climatisation
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,appartement,8/26/2023,2500,TTC,2500,2756,110,4,3,1,1,moyen standing,bonne condition,,,1,1,0,1,0,1,Prise lave-vaisselle+Double vitrage+Gardien+Cuisine Equipée+Climatisation+Chauffage Central+Parking+Ascenseur
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,4/17/2025,2500,TTC,2500,2500,100,4,4,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Ascenseur+Parking+Chauffage Central+Gardien+Fibre optique+Cuisine Equipée+Climatisation
newkey,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,2/23/2025,2500,TTC,2500,2500,180,4,3,1,1,,,,,,,,,,,
newkey,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,2/23/2025,2500,TTC,2500,2500,180,4,3,2,1,,,,,,,,,,,
newkey,Les berges du Lac 1,Les berges du Lac,Tunis,rent,appartement,2/23/2025,2500,TTC,2500,2500,150,4,3,2,1,,,,,,,,,,,
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,1/23/2025,2500,TTC,2500,2500,195,3,2,1,1,moyen standing,bonne condition,2013,12,1,0,0,1,0,0,Ascenseur+Parking+Gardien+Climatisation
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,9/16/2023,2500,TTC,2500,2756,180,3,2,2,1,social,bonne condition,,,1,1,0,0,0,1,Climatisation+Cuisine Equipée+Fibre optique+Gardien+Double vitrage+Master Bedroom+Camera+Prise lave-vaisselle+Chauffage Central+Parking+Terrasse
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,9/16/2023,2500,TTC,2500,2756,160,3,2,2,1,social,bonne condition,,,1,1,0,1,0,1,Parking+Chauffage Central+Ascenseur+Terrasse+Prise lave-vaisselle+Camera+Double vitrage+Gardien+Fibre optique+Cuisine Equipée+Climatisation
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent_furnished,appartement,4/4/2025,2500,TTC,2500,2500,150,3,2,0,0,haut standing,bonne condition,2015,10,1,1,0,0,0,1,Terrasse+Chauffage Central+Vue mer+Cuisine Equipée+Climatisation
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,local commercial,6/11/2024,2500,TTC,2500,2625,150,3,0,0,0,moyen standing,bonne condition,,,1,0,0,0,0,0,Parking+Gardien+Fibre optique+Climatisation
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent_furnished,appartement,11/21/2023,2500,TTC,2500,2756,135,3,2,1,1,moyen standing,excellente condition,,,1,1,0,1,0,1,Ascenseur+Chambre de Service+Parking+Chauffage Central+Camera+Gardien+Cuisine Equipée+Climatisation
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,4/16/2024,2500,TTC,2500,2625,132,3,1,1,1,moyen standing,bonne condition,,,1,0,0,1,0,0,Climatisation+Fibre optique+Double vitrage+Parking+Ascenseur
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,appartement,1/22/2024,2500,TTC,2500,2625,130,3,2,1,0,moyen standing,bonne condition,,,1,1,0,1,0,1,Terrasse+Climatisation+Cuisine Equipée+Gardien+Chauffage Central+Ascenseur
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent_furnished,appartement,1/25/2024,2500,HT,2975,3124,120,3,2,1,1,moyen standing,bonne condition,,,1,1,0,0,0,1,Parking+Chauffage Central+Gardien+Cuisine Equipée+Climatisation
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,11/24/2023,2500,TTC,2500,2756,119,3,2,1,1,haut standing,bonne condition,,,1,1,0,1,0,1,Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Double vitrage+Gardien+Alarme+Cuisine Equipée+Climatisation
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,7/10/2023,2500,TTC,2500,2756,105,3,2,2,1,social,excellente condition,,,1,1,0,1,0,1,Climatisation+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Master Bedroom+Double vitrage+Gardien+Fibre optique+Cuisine Equipée
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,2/22/2024,2500,TTC,2500,2625,100,3,2,2,1,social,à rénover,,,1,1,0,1,0,1,Climatisation+Terrasse+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Master Bedroom+Double vitrage+Gardien+Alarme+Fibre optique+Cuisine Equipée
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,2/10/2023,2500,TTC,2500,2756,100,3,2,2,1,haut standing,excellente condition,,,1,1,0,1,0,1,Fibre optique+Chauffage Central+Alarme+Gardien+Double vitrage+Master Bedroom+Camera+Prise lave-vaisselle+Cuisine Equipée+Climatisation+Ascenseur+Parking+Terrasse
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,10/30/2023,2500,TTC,2500,2756,95,3,2,2,0,haut standing,excellente condition,,,0,1,0,1,0,1,Cuisine Equipée+Fibre optique+Gardien+Camera+Chauffage Central+Ascenseur
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,3/7/2023,2500,HT,2975,3280,90,3,2,1,1,haut standing,excellente condition,2013,12,1,1,0,1,0,1,Prise lave-vaisselle+Ascenseur+Parking+Chauffage Central+Double vitrage+Titre Bleu+Fibre optique+Cuisine Equipée+Climatisation
newkey,Les berges du Lac 1,Les berges du Lac,Tunis,rent_furnished,appartement,4/21/2025,2500,TTC,2500,2500,120,3,2,1,1,moyen standing,bonne condition,,,1,0,0,0,0,1,"Climatisation, Cuisine Equipée, Terrasse"
newkey,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,2/23/2025,2500,TTC,2500,2500,120,3,2,2,2,,,,,,,,,,,
newkey,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,2/23/2025,2500,TTC,2500,2500,110,3,2,1,1,,,,,,,,,,,
newkey,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,3/9/2025,2500,TTC,2500,2500,100,3,2,2,1,,,,,1,0,0,0,0,1,"Climatisation, Cuisine Equipée, Parking"
newkey,Les berges du Lac 1,Les berges du Lac,Tunis,rent,local commercial,3/11/2025,2500,TTC,2500,2500,49,3,2,1,0,,,,,,,,,,,
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,12/30/2024,2500,TTC,2500,2625,100,2,1,1,1,haut standing,bonne condition,,,1,1,0,1,0,1,Terrasse+Climatisation+Cuisine Equipée+Fibre optique+Alarme+Gardien+Double vitrage+Master Bedroom+Camera+Prise lave-vaisselle+Chauffage Central+Parking+Ascenseur
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,5/13/2024,2500,TTC,2500,2625,80,2,1,1,1,social,bonne condition,,,1,1,0,1,0,1,Double vitrage+Chauffage Central+Parking+Ascenseur+Gardien+Fibre optique+Cuisine Equipée+Climatisation
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,3/4/2024,2500,TTC,2500,2625,80,2,1,1,0,social,à rafraichir,,,1,1,0,1,0,1,Climatisation+Cuisine Equipée+Fibre optique+Titre Bleu+Alarme+Gardien+Chambre de Service+Ascenseur+Chauffage Central+Prise lave-vaisselle+Camera
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,9/26/2024,2500,TTC,2500,2625,79,2,1,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Chauffage Central+Terrasse+Ascenseur+Parking+Prise lave-vaisselle+Camera+Gardien+Cuisine Equipée+Climatisation
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,11/26/2024,2500,TTC,2500,2625,77,2,1,1,1,social,neuf,,,1,1,0,1,0,1,Gardien+Alarme+Titre Bleu+Fibre optique+Cuisine Equipée+Climatisation+Camera+Prise lave-vaisselle+Chauffage Central+Parking+Ascenseur+Double vitrage
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,7/31/2023,2500,TTC,2500,2756,75,2,1,1,0,moyen standing,bonne condition,,,1,1,0,1,0,1,Parking+Chauffage Central+Camera+Double vitrage+Gardien+Alarme+Titre Bleu+Cuisine Equipée+Climatisation+Ascenseur
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,2/15/2024,2500,TTC,2500,2625,70,2,1,1,1,social,bonne condition,,,1,1,0,1,0,1,Cuisine Equipée+Fibre optique+Gardien+Chauffage Central+Parking+Ascenseur+Terrasse+Climatisation
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,8/1/2024,2500,TTC,2500,2625,60,2,1,1,1,social,neuf,,,1,1,0,1,0,1,Prise lave-vaisselle+Camera+Chauffage Central+Parking+Ascenseur+Terrasse+Climatisation+Cuisine Equipée+Fibre optique+Alarme+Gardien+Double vitrage
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,2/20/2025,2500,TTC,2500,2500,57,2,1,1,0,moyen standing,bonne condition,,,1,1,0,1,0,1,Fibre optique+Gardien+Double vitrage+Chauffage Central+Ascenseur+Terrasse+Cuisine Equipée+Climatisation
newkey,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,2/23/2025,2500,TTC,2500,2500,96,2,1,1,1,,,,,,,,,,,
newkey,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,2/23/2025,2500,TTC,2500,2500,60,2,1,1,1,,,,,,,,,,,
newkey,Les berges du Lac 2,Les berges du Lac,Tunis,rent,local commercial,2/23/2025,2500,TTC,2500,2500,44,2,1,2,0,,,,,,,,,,,
tecnocasa,Les berges du Lac 2,Les berges du Lac,Tunis,rent,bureau,5/6/2025,2500,TTC,2500,2500,90,2,0,2,1,haut standing,,,,1,0,0,1,0,1,"Climatisation, Cuisine Equipée, Parking, Ascenseur"
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,bureau,7/4/2023,2500,TTC,2500,2756,100,1,1,1,0,haut standing,bonne condition,2014,11,1,1,0,1,0,1,"Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Double vitrage+Alarme+Fibre optique+Cuisine Equipée+Climatisation"
tecnocasa,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,2/24/2025,2500,TTC,2500,2500,114,1,1,1,1,,,,,,,,,,,
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,appartement,1/14/2025,2500,TTC,2500,2500,130,0,0,0,0,haut standing,bonne condition,,,1,1,0,1,0,1,Parking+Climatisation+Cuisine Equipée+Gardien+Master Bedroom+Camera+Terrasse+Ascenseur+Chauffage Central
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,5/19/2023,2500,TTC,2500,2756,120,0,3,1,1,haut standing,bonne condition,,,1,0,0,1,0,1,Terrasse+Ascenseur+Parking+Camera+Gardien+Cuisine Equipée+Climatisation
century 21,Les berges du Lac 3,Les berges du Lac,Tunis,rent,bureau,1/15/2025,2490,HT,2963,2963,115,3,0,0,1,haut standing,excellente condition,,,1,1,0,1,0,0,Ascenseur+Parking+Chauffage Central+Camera+Double vitrage+Gardien+Alarme+Fibre optique+Climatisation
century 21,Les berges du Lac 3,Les berges du Lac,Tunis,rent,bureau,1/25/2025,2400,HT,2856,2856,130,5,4,0,1,très haut standing,excellente condition,,,1,1,0,1,0,0,Climatisation+Gardien+Double vitrage+Chauffage Central+Parking+Ascenseur+Fibre optique
newkey,Les berges du Lac 2,Les berges du Lac,Tunis,rent,bureau,2/23/2025,2400,TTC,2400,2400,116,5,4,1,1,,,,,,,,,,,
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,9/20/2024,2400,TTC,2400,2520,190,4,3,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Terrasse+Ascenseur+Parking+Chauffage Central+Camera+Vue mer+Double vitrage+Gardien+Alarme+Cuisine Equipée+Climatisation
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,7/4/2023,2400,HT,2856,3149,180,4,3,2,1,moyen standing,bonne condition,2012,13,1,1,0,1,0,1,Ascenseur+Terrasse+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Master Bedroom+Double vitrage+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,1/9/2025,2400,TTC,2400,2400,130,4,3,1,0,moyen standing,bonne condition,,,1,0,0,1,0,1,Camera+Prise lave-vaisselle+Parking+Ascenseur+Titre Bleu+Fibre optique+Cuisine Equipée+Climatisation+Gardien
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent_furnished,appartement,12/26/2024,2400,TTC,2400,2520,130,4,2,2,1,moyen standing,excellente condition,,,1,1,0,0,0,1,Climatisation+Cuisine Equipée+Fibre optique+Gardien+Double vitrage+Prise lave-vaisselle+Chauffage Central+Parking+Terrasse
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,8/29/2023,2400,TTC,2400,2646,110,4,3,2,1,moyen standing,bonne condition,,,0,1,0,1,0,1,Cuisine Equipée+Fibre optique+Gardien+Double vitrage+Vue mer+Prise lave-vaisselle+Chauffage Central+Parking+Ascenseur
newkey,Les berges du Lac 2,Les berges du Lac,Tunis,rent,bureau,2/23/2025,2400,TTC,2400,2400,168,4,3,1,1,,,,,,,,,,,
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,1/30/2025,2400,TTC,2400,2400,79,2,1,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Gardien+Terrasse+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Cuisine Equipée+Climatisation
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,11/7/2023,2399,TTC,2399,2645,150,4,3,2,1,social,bonne condition,,,1,1,0,1,0,1,Chauffage Central+Terrasse+Ascenseur+Parking+Vue mer+Double vitrage+Gardien+Fibre optique+Cuisine Equipée+Climatisation
remax,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,2/23/2025,2350,TTC,2350,2350,57,2,1,1,1,,,,,,,,,,,
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,local commercial,6/17/2023,2350,TTC,2350,2591,88,1,1,0,1,moyen standing,excellente condition,2010,15,1,1,0,1,0,0,Camera+Ascenseur+Parking+Chauffage Central+Double vitrage+Gardien+Fibre optique+Climatisation
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,1/9/2024,2300,TTC,2300,2415,150,5,4,0,1,économique,à rafraichir,,,0,0,0,1,0,0,Terrasse+Ascenseur+Parking+Double vitrage+Gardien+Titre Bleu+Fibre optique
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,7/11/2024,2300,TTC,2300,2415,180,4,3,1,1,moyen standing,bonne condition,,,1,1,0,1,0,1,Ascenseur+Parking+Chauffage Central+Camera+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,8/25/2023,2300,TTC,2300,2536,160,4,3,1,2,économique,excellente condition,,,1,1,0,1,0,1,Gardien+Double vitrage+Master Bedroom+Camera+Chauffage Central+Parking+Ascenseur+Fibre optique+Cuisine Equipée+Climatisation
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent_furnished,appartement,2/24/2025,2300,TTC,2300,2300,150,4,3,2,1,moyen standing,bonne condition,,,1,1,0,0,0,1,Climatisation+Vue mer+Chauffage Central+Master Bedroom+Cuisine Equipée
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,appartement,9/6/2024,2300,TTC,2300,2415,140,4,3,2,0,moyen standing,bonne condition,,,1,1,0,0,1,1,Terrasse+Chambre de Service+Chauffage Central+Climatisation+Cuisine Equipée+Fibre optique+Jardin+Titre Bleu+Double vitrage
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,appartement,11/8/2024,2300,TTC,2300,2415,130,4,3,1,1,moyen standing,bonne condition,,,1,1,0,1,0,1,Prise lave-vaisselle+Ascenseur+Parking+Chauffage Central+Gardien+Fibre optique+Cuisine Equipée+Climatisation
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,10/4/2023,2300,TTC,2300,2536,130,4,0,0,1,social,excellente condition,,,1,1,0,1,0,0,Ascenseur+Parking+Chauffage Central+Camera+Double vitrage+Gardien+Alarme+Climatisation
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,1/6/2024,2300,TTC,2300,2415,100,4,0,1,0,économique,à rafraichir,,,0,0,0,1,0,0,Gardien+Ascenseur+Terrasse
remax,Les berges du Lac 1,Les berges du Lac,Tunis,rent_furnished,duplex,2/23/2025,2300,TTC,2300,2300,140,4,3,1,1,,,,,,,,,,,
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,9/15/2024,2300,TTC,2300,2415,150,3,2,1,1,social,à rénover,,,1,1,0,1,0,1,Climatisation+Parking+Cuisine Equipée+Fibre optique+Alarme+Gardien+Double vitrage+Camera+Prise lave-vaisselle+Chauffage Central+Terrasse+Ascenseur
